User ID	Phone Number	First Name	Last Name	District	State	Language	Pin Code	QR Code	Land Acreage	Crop Name	Scan Date	RIN	Retailer Name	Cart Items	Coupon Code	Submission Status	Source	PT	Zone
27	917000987654	Sunil	Jaiswal	Gorakhpur	Uttar Pradesh	hi_IN	273002		4.5	paddy	07-04-2026 11:00	30127	Gorakhpur Agri Hub	Bioseed BH-36 Paddy - qty 1 - 400gm,Bioseed Sunflower - qty 1 - 500gm	SB100127	Yes	Direct Landing Page	Rakesh Yadav	GORAKHPUR RURAL
28	916999876543	Rita	Singh	Gorakhpur	Uttar Pradesh	hi_IN	273003		2.0	maize	07-04-2026 13:15	30128	Krishi Vikas Kendra	BS-7771 Maize - qty 1 - 400gm	SB100128	Pending	QR Scan	Rakesh Yadav	GORAKHPUR URBAN
29	916888765432	Narendra	Kumar	Gorakhpur	Uttar Pradesh	hi_IN	273004		5.0	cotton	08-04-2026 09:45	30129	Krishi Vikas Kendra	Bioseed Cotton 8-17 - qty 3 - 475gm	SB100129	Yes	Direct Landing Page	Rakesh Yadav	GORAKHPUR URBAN
30	916777654321	Shanti	Prajapati	Gorakhpur	Uttar Pradesh	hi_IN	273005		1.5	soybean	08-04-2026 10:30	30130	Gorakhpur Agri Hub	Bioseed Sunflower - qty 2 - 500gm	SB100130	No	QR Scan	Rakesh Yadav	GORAKHPUR RURAL
31	916666543210	Mahendra	Sahu	Raipur	Chhattisgarh	hi_IN	492001		4.0	paddy	08-04-2026 11:00	30131	Raipur Seed Mart	Bioseed BH-36 Paddy - qty 2 - 400gm	SB100131	Yes	QR Scan	Dilip Thakur	RAIPUR NORTH
32	916555432109	Usha	Netam	Raipur	Chhattisgarh	hi_IN	492002		3.5	maize	08-04-2026 12:30	30132	Raipur Seed Mart	BS-7771 Maize - qty 1 - 400gm,Bioseed Cotton 8-17 - qty 1 - 475gm	SB100132	Yes	Direct Landing Page	Dilip Thakur	RAIPUR NORTH
33	916444321098	Suresh	Baghel	Raipur	Chhattisgarh	hi_IN	492003		2.0	soybean	08-04-2026 14:00	30133	CG Agro Solutions	Bioseed Sunflower - qty 2 - 500gm	SB100133	Pending	QR Scan	Dilip Thakur	RAIPUR SOUTH
34	916333210987	Durga	Patel	Raipur	Chhattisgarh	hi_IN	492004		5.5	wheat	09-04-2026 09:15	30134	CG Agro Solutions	BS-7771 Maize - qty 3 - 400gm	SB100134	Yes	Direct Landing Page	Dilip Thakur	RAIPUR SOUTH
35	916222109876	Raju	Chandrakar	Raipur	Chhattisgarh	hi_IN	492005		3.0	paddy	09-04-2026 10:45	30135	Raipur Seed Mart	Bioseed BH-36 Paddy - qty 1 - 400gm	SB100135	Yes	QR Scan	Dilip Thakur	RAIPUR NORTH
36	916111098765	Laxmi	Dewangan	Bilaspur	Chhattisgarh	hi_IN	495001		4.0	cotton	09-04-2026 11:30	30136	Bilaspur Krishi Centre	Bioseed Cotton 8-17 - qty 2 - 475gm	SB100136	No	Direct Landing Page	Santosh Kosaria	BILASPUR EAST
37	916000987654	Ganesh	Markam	Bilaspur	Chhattisgarh	hi_IN	495002		2.5	maize	09-04-2026 13:00	30137	Bilaspur Krishi Centre	BS-7771 Maize - qty 2 - 400gm,Bioseed Sunflower - qty 1 - 500gm	SB100137	Yes	QR Scan	Santosh Kosaria	BILASPUR EAST
38	915999876543	Meena	Banjare	Bilaspur	Chhattisgarh	hi_IN	495003		3.5	paddy	09-04-2026 14:15	30138	Chhattisgarh Seed Hub	Bioseed BH-36 Paddy - qty 3 - 400gm	SB100138	Yes	Direct Landing Page	Santosh Kosaria	BILASPUR WEST
39	915888765432	Kishore	Yadav	Bilaspur	Chhattisgarh	hi_IN	495004		6.0	wheat	10-04-2026 09:00	30139	Chhattisgarh Seed Hub	BS-7771 Maize - qty 1 - 400gm	SB100139	Pending	QR Scan	Santosh Kosaria	BILASPUR WEST
40	915777654321	Parvati	Soni	Bilaspur	Chhattisgarh	hi_IN	495005		1.5	soybean	10-04-2026 10:30	30140	Bilaspur Krishi Centre	Bioseed Sunflower - qty 2 - 500gm	SB100140	Yes	Direct Landing Page	Santosh Kosaria	BILASPUR EAST
41	915666543210	Tulsiram	Patel	Durg	Chhattisgarh	hi_IN	491001		4.5	paddy	10-04-2026 11:15	30141	Durg Agro Emporium	Bioseed BH-36 Paddy - qty 2 - 400gm	SB100141	Yes	QR Scan	Hemant Verma	DURG RURAL
42	915555432109	Savita	Jangde	Durg	Chhattisgarh	hi_IN	491002		3.0	maize	10-04-2026 12:45	30142	Durg Agro Emporium	BS-7771 Maize - qty 1 - 400gm,Bioseed Cotton 8-17 - qty 2 - 475gm	SB100142	Yes	Direct Landing Page	Hemant Verma	DURG RURAL
43	915444321098	Prakash	Nishad	Durg	Chhattisgarh	hi_IN	491003		2.5	cotton	10-04-2026 14:00	30143	Bhilai Seed Store	Bioseed Cotton 8-17 - qty 1 - 475gm	SB100143	No	QR Scan	Hemant Verma	DURG URBAN
44	915333210987	Rukmini	Kashyap	Durg	Chhattisgarh	hi_IN	491004		5.0	wheat	11-04-2026 09:30	30144	Bhilai Seed Store	BS-7771 Maize - qty 3 - 400gm	SB100144	Pending	Direct Landing Page	Hemant Verma	DURG URBAN
45	915222109876	Jagdish	Sahu	Durg	Chhattisgarh	hi_IN	491005		4.0	paddy	11-04-2026 10:00	30145	Durg Agro Emporium	Bioseed BH-36 Paddy - qty 1 - 400gm,Bioseed Sunflower - qty 1 - 500gm	SB100145	Yes	QR Scan	Hemant Verma	DURG RURAL
46	915111098765	Kamini	Tekam	Korba	Chhattisgarh	hi_IN	495677		3.5	soybean	11-04-2026 11:30	30146	Korba Kisan Bazar	Bioseed Sunflower - qty 2 - 500gm	SB100146	Yes	Direct Landing Page	Santosh Kosaria	KORBA EAST
47	915000987654	Bharat	Gond	Korba	Chhattisgarh	hi_IN	495678		2.0	maize	11-04-2026 12:00	30147	Korba Kisan Bazar	BS-7771 Maize - qty 2 - 400gm	SB100147	Yes	QR Scan	Santosh Kosaria	KORBA EAST
48	914999876543	Shivkali	Patel	Korba	Chhattisgarh	hi_IN	495679		6.5	paddy	11-04-2026 13:30	30148	Korba Agri Point	Bioseed BH-36 Paddy - qty 3 - 400gm	SB100148	Yes	Direct Landing Page	Santosh Kosaria	KORBA WEST
49	914888765432	Ramkumar	Yadav	Korba	Chhattisgarh	hi_IN	495680		3.0	wheat	12-04-2026 09:00	30149	Korba Agri Point	BS-7771 Maize - qty 1 - 400gm,Bioseed Cotton 8-17 - qty 1 - 475gm	SB100149	Pending	QR Scan	Santosh Kosaria	KORBA WEST
50	914777654321	Phoolmati	Dhurve	Korba	Chhattisgarh	hi_IN	495681		4.5	cotton	12-04-2026 10:15	30150	Korba Kisan Bazar	Bioseed Cotton 8-17 - qty 2 - 475gm	SB100150	No	Direct Landing Page	Santosh Kosaria	KORBA EAST
51	914666543210	Devendra	Mishra	Lucknow	Uttar Pradesh	hi_IN	226006		3.0	wheat	12-04-2026 09:30	30101	Kisaan Agro Store	BS-7771 Maize - qty 2 - 400gm	SB100151	Yes	QR Scan	Anil Kumar	LUCKNOW NORTH
52	914555432109	Reena	Gupta	Lucknow	Uttar Pradesh	hi_IN	226007		1.5	paddy	12-04-2026 10:45	30104	Shree Ram Seeds	Bioseed BH-36 Paddy - qty 1 - 400gm	SB100152	Yes	Direct Landing Page	Anil Kumar	LUCKNOW SOUTH
53	914444321098	Vinod	Tiwari	Kanpur	Uttar Pradesh	hi_IN	208006		5.0	maize	12-04-2026 11:00	30107	Krishi Sewa Kendra	BS-7771 Maize - qty 3 - 400gm	SB100153	Pending	QR Scan	Suresh Pandey	KANPUR RURAL
54	914333210987	Annapurna	Shukla	Varanasi	Uttar Pradesh	hi_IN	221006		2.5	cotton	13-04-2026 09:15	30111	Annadata Agri Centre	Bioseed Cotton 8-17 - qty 1 - 475gm,Bioseed Sunflower - qty 1 - 500gm	SB100154	Yes	Direct Landing Page	Manoj Shukla	VARANASI EAST
55	914222109876	Ramprasad	Bind	Prayagraj	Uttar Pradesh	hi_IN	211006		4.0	wheat	13-04-2026 10:30	30122	Triveni Agro Bhandar	Bioseed BH-36 Paddy - qty 2 - 400gm	SB100155	Yes	QR Scan	Prem Narayan	PRAYAGRAJ EAST
56	914111098765	Chandrakali	Singh	Gorakhpur	Uttar Pradesh	hi_IN	273006		3.5	paddy	13-04-2026 12:00	30126	Gorakhpur Agri Hub	BS-7771 Maize - qty 1 - 400gm	SB100156	No	Direct Landing Page	Rakesh Yadav	GORAKHPUR RURAL
57	914000987654	Omprakash	Maurya	Raipur	Chhattisgarh	hi_IN	492006		2.0	maize	13-04-2026 13:15	30131	Raipur Seed Mart	Bioseed Sunflower - qty 2 - 500gm	SB100157	Yes	QR Scan	Dilip Thakur	RAIPUR NORTH
58	913999876543	Saraswati	Netam	Bilaspur	Chhattisgarh	hi_IN	495006		6.0	soybean	14-04-2026 09:00	30137	Bilaspur Krishi Centre	Bioseed BH-36 Paddy - qty 1 - 400gm	SB100158	Yes	Direct Landing Page	Santosh Kosaria	BILASPUR EAST
59	913888765432	Ramesh	Yadav	Lucknow	Uttar Pradesh	hi_IN	226001		3.5	wheat	14-04-2026 10:30	30101	Kisaan Agro Store	BS-7771 Maize - qty 1 - 400gm	SB100159	Yes	QR Scan	Anil Kumar	LUCKNOW NORTH
60	913777654321	Tulsi	Patel	Durg	Chhattisgarh	hi_IN	491006		4.0	cotton	14-04-2026 11:45	30141	Durg Agro Emporium	Bioseed Cotton 8-17 - qty 2 - 475gm	SB100160	Pending	Direct Landing Page	Hemant Verma	DURG RURAL
61	913666543210	Birendra	Yadav	Jagdalpur	Chhattisgarh	hi_IN	494001		5.5	paddy	14-04-2026 13:00	30161	Bastar Agro Mart	Bioseed BH-36 Paddy - qty 2 - 400gm,BS-7771 Maize - qty 1 - 400gm	SB100161	Yes	QR Scan	Hemant Verma	JAGDALPUR NORTH
62	913555432109	Kaushalya	Sori	Jagdalpur	Chhattisgarh	hi_IN	494002		3.0	maize	15-04-2026 09:15	30162	Bastar Agro Mart	BS-7771 Maize - qty 3 - 400gm	SB100162	Yes	Direct Landing Page	Hemant Verma	JAGDALPUR NORTH
63	913444321098	Premchand	Mandavi	Jagdalpur	Chhattisgarh	hi_IN	494003		2.5	wheat	15-04-2026 10:30	30163	Jagdalpur Seed Point	Bioseed Sunflower - qty 1 - 500gm	SB100163	No	QR Scan	Hemant Verma	JAGDALPUR SOUTH
64	913333210987	Sukhwati	Nag	Jagdalpur	Chhattisgarh	hi_IN	494004		4.0	cotton	15-04-2026 11:15	30163	Jagdalpur Seed Point	Bioseed Cotton 8-17 - qty 1 - 475gm	SB100164	Pending	Direct Landing Page	Hemant Verma	JAGDALPUR SOUTH
65	913222109876	Ramnath	Poyam	Jagdalpur	Chhattisgarh	hi_IN	494005		6.0	soybean	15-04-2026 13:45	30162	Bastar Agro Mart	Bioseed BH-36 Paddy - qty 2 - 400gm	SB100165	Yes	QR Scan	Hemant Verma	JAGDALPUR NORTH
66	913111098765	Itwari	Kushwaha	Lucknow	Uttar Pradesh	hi_IN	226008		1.5	wheat	15-04-2026 09:00	30105	Green Field Seeds	BS-7771 Maize - qty 2 - 400gm,Bioseed Sunflower - qty 1 - 500gm	SB100166	Yes	Direct Landing Page	Anil Kumar	LUCKNOW SOUTH
67	913000987654	Phulwati	Devi	Kanpur	Uttar Pradesh	hi_IN	208007		3.0	paddy	16-04-2026 10:00	30108	Jai Kisan Bhandar	Bioseed BH-36 Paddy - qty 1 - 400gm	SB100167	Yes	QR Scan	Suresh Pandey	KANPUR URBAN
68	912999876543	Ramjatan	Tiwari	Agra	Uttar Pradesh	hi_IN	282006		4.5	maize	16-04-2026 11:30	30118	Kisan Kranti Seeds	BS-7771 Maize - qty 2 - 400gm	SB100168	No	Direct Landing Page	Ravi Saxena	AGRA SOUTH
69	912888765432	Saroj	Devi	Varanasi	Uttar Pradesh	hi_IN	221007		2.0	cotton	16-04-2026 13:00	30113	Kisan Seva Samiti	Bioseed Cotton 8-17 - qty 3 - 475gm	SB100169	Yes	QR Scan	Manoj Shukla	VARANASI WEST
70	912777654321	Rajkumar	Sahu	Raipur	Chhattisgarh	hi_IN	492007		5.0	paddy	16-04-2026 14:15	30134	CG Agro Solutions	Bioseed BH-36 Paddy - qty 1 - 400gm,Bioseed Sunflower - qty 2 - 500gm	SB100170	Yes	Direct Landing Page	Dilip Thakur	RAIPUR SOUTH
71	912666543210	Mamta	Chandrakar	Raipur	Chhattisgarh	hi_IN	492008		3.5	wheat	17-04-2026 09:30	30131	Raipur Seed Mart	BS-7771 Maize - qty 1 - 400gm	SB100171	Pending	QR Scan	Dilip Thakur	RAIPUR NORTH
72	912555432109	Vidyadhar	Patel	Bilaspur	Chhattisgarh	hi_IN	495007		4.0	maize	17-04-2026 10:45	30138	Chhattisgarh Seed Hub	Bioseed BH-36 Paddy - qty 2 - 400gm	SB100172	Yes	Direct Landing Page	Santosh Kosaria	BILASPUR WEST
73	912444321098	Lilabai	Nishad	Durg	Chhattisgarh	hi_IN	491007		2.5	soybean	17-04-2026 12:00	30142	Durg Agro Emporium	BS-7771 Maize - qty 3 - 400gm,Bioseed Sunflower - qty 1 - 500gm	SB100173	Yes	QR Scan	Hemant Verma	DURG RURAL
74	912333210987	Ramavtar	Yadav	Gorakhpur	Uttar Pradesh	hi_IN	273007		6.0	cotton	17-04-2026 13:30	30129	Krishi Vikas Kendra	Bioseed Cotton 8-17 - qty 2 - 475gm	SB100174	Yes	Direct Landing Page	Rakesh Yadav	GORAKHPUR URBAN
75	912222109876	Sunhari	Bind	Prayagraj	Uttar Pradesh	hi_IN	211007		3.0	paddy	18-04-2026 09:00	30124	Allahabad Kisan Store	Bioseed BH-36 Paddy - qty 1 - 400gm	SB100175	No	QR Scan	Prem Narayan	PRAYAGRAJ WEST
76	919876543210	Ramesh	Yadav	Lucknow	Uttar Pradesh	hi_IN	226001		3.5	wheat	18-04-2026 10:30	30101	Kisaan Agro Store	Bioseed Sunflower - qty 2 - 500gm	SB100176	Yes	Direct Landing Page	Anil Kumar	LUCKNOW NORTH
77	919654321098	Mohan	Singh	Lucknow	Uttar Pradesh	hi_IN	226003		5.0	maize	18-04-2026 11:45	30103	Kisaan Agro Store	BS-7771 Maize - qty 1 - 400gm	SB100177	Pending	QR Scan	Anil Kumar	LUCKNOW NORTH
78	916666543210	Mahendra	Sahu	Raipur	Chhattisgarh	hi_IN	492001		4.0	paddy	19-04-2026 09:15	30131	Raipur Seed Mart	Bioseed BH-36 Paddy - qty 2 - 400gm	SB100178	Yes	QR Scan	Dilip Thakur	RAIPUR NORTH
79	914777654321	Phoolmati	Dhurve	Korba	Chhattisgarh	hi_IN	495681		4.5	cotton	19-04-2026 10:30	30150	Korba Kisan Bazar	BS-7771 Maize - qty 2 - 400gm	SB100179	Yes	Direct Landing Page	Santosh Kosaria	KORBA EAST
80	913888765432	Ramesh	Yadav	Lucknow	Uttar Pradesh	hi_IN	226001		3.5	wheat	19-04-2026 11:00	30101	Kisaan Agro Store	Bioseed Cotton 8-17 - qty 1 - 475gm	SB100180	Yes	QR Scan	Anil Kumar	LUCKNOW NORTH
